order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
7198169379,92952,7/13/2023 21:14,7/13/2023 21:22,8,2.25,Slightly Delayed,Traffic
2815855636,6074,7/28/2023 10:29,7/28/2023 10:32,3,1.93,On Time,Traffic
6033660622,82054,4/12/2023 15:24,4/12/2023 15:31,7,3.74,Slightly Delayed,Traffic
7944056454,83225,5/22/2023 23:50,5/22/2023 23:52,2,4.19,On Time,Traffic
4354264440,3704,12/13/2023 11:20,12/13/2023 11:32,12,4.26,Slightly Delayed,Traffic
5623096090,13931,8/25/2023 12:54,8/25/2023 12:54,0,0.9,On Time,
701856661,15464,6/10/2024 1:32,6/10/2024 1:31,-1,3.71,On Time,
1911276445,18487,10/20/2024 14:54,10/20/2024 15:06,12,2.99,Slightly Delayed,Traffic
9323909987,7906,5/9/2024 4:15,5/9/2024 4:13,-2,0.6,On Time,
1988898073,21707,2/21/2024 11:44,2/21/2024 11:54,10,1.17,Slightly Delayed,Traffic
6457671753,50589,1/7/2024 23:51,1/7/2024 23:48,-3,1.96,On Time,
3556497272,79803,10/18/2024 10:32,10/18/2024 10:35,3,4.09,On Time,Traffic
2182762247,8763,9/6/2023 20:47,9/6/2023 20:43,-4,2.61,On Time,
6026842782,57323,8/27/2024 20:11,8/27/2024 20:10,-1,1.19,On Time,
1227108607,36907,9/18/2024 12:49,9/18/2024 12:52,3,3.36,On Time,Traffic
9362226645,29024,5/12/2024 5:18,5/12/2024 5:27,9,3.5,Slightly Delayed,Traffic
6313785973,34181,3/21/2023 3:28,3/21/2023 3:38,10,1.22,Slightly Delayed,Traffic
1297253359,20964,4/24/2024 9:29,4/24/2024 9:38,9,3.5,Slightly Delayed,Traffic
6138091203,27226,9/9/2023 6:11,9/9/2023 6:06,-5,4.3,On Time,
4770739350,96604,7/12/2024 19:55,7/12/2024 20:22,27,3.34,Significantly Delayed,Traffic
6253838449,92207,6/11/2024 0:49,6/11/2024 0:51,2,1.37,On Time,Traffic
1015708455,35032,9/4/2023 18:11,9/4/2023 18:19,8,2.74,Slightly Delayed,Traffic
2201201842,7484,10/2/2023 13:29,10/2/2023 13:24,-5,1.61,On Time,
200000051,58741,10/4/2023 20:21,10/4/2023 20:17,-4,4.86,On Time,
409570377,6848,3/27/2024 14:57,3/27/2024 15:12,15,3.53,Slightly Delayed,Traffic
5944464513,80133,3/25/2023 16:57,3/25/2023 16:55,-2,4.49,On Time,
7064377287,30746,9/2/2024 7:48,9/2/2024 7:48,0,3.87,On Time,
7763036477,11382,8/14/2024 20:39,8/14/2024 20:34,-5,2.35,On Time,
7494002152,12465,5/1/2024 6:48,5/1/2024 6:44,-4,4.81,On Time,
692127479,59887,7/9/2024 23:27,7/9/2024 23:22,-5,3.54,On Time,
7544245121,48705,9/26/2024 18:11,9/26/2024 18:19,8,0.74,Slightly Delayed,Traffic
4429641190,56195,6/18/2023 6:03,6/18/2023 6:04,1,3.43,On Time,Traffic
8093366865,55773,10/16/2024 12:03,10/16/2024 12:30,27,1.97,Significantly Delayed,Traffic
6269075067,40584,11/16/2023 0:09,11/16/2023 0:06,-3,3.95,On Time,
4056304110,32614,11/25/2023 12:19,11/25/2023 12:37,18,1.37,Significantly Delayed,Traffic
4447978623,26809,8/21/2024 7:12,8/21/2024 7:12,0,4.74,On Time,
5875285677,55480,5/20/2023 10:53,5/20/2023 10:57,4,1.55,On Time,Traffic
4177774653,8589,5/20/2024 10:53,5/20/2024 10:55,2,3.63,On Time,Traffic
502632296,67946,5/15/2024 19:50,5/15/2024 19:53,3,4.42,On Time,Traffic
5037688536,166,2/24/2024 5:54,2/24/2024 6:22,28,3.96,Significantly Delayed,Traffic
6844277478,29959,8/28/2024 17:16,8/28/2024 17:23,7,4.59,Slightly Delayed,Traffic
3368317718,96055,6/1/2024 0:17,6/1/2024 0:12,-5,4.71,On Time,
913881994,98626,8/4/2024 21:40,8/4/2024 21:41,1,4.43,On Time,Traffic
6445700839,94758,3/6/2024 15:45,3/6/2024 15:48,3,1.13,On Time,Traffic
101613683,59292,6/29/2023 21:03,6/29/2023 20:58,-5,4.08,On Time,
7094586913,74282,10/1/2023 21:05,10/1/2023 21:06,1,4.54,On Time,Traffic
2478557609,53936,6/15/2024 14:59,6/15/2024 15:12,13,1.9,Slightly Delayed,Traffic
9516720368,46734,4/4/2024 20:21,4/4/2024 20:22,1,3.37,On Time,Traffic
3808010352,50711,2/17/2024 2:42,2/17/2024 2:40,-2,1.51,On Time,
7921886899,97509,7/1/2023 3:01,7/1/2023 2:58,-3,3.69,On Time,
6818712547,65099,12/27/2023 6:15,12/27/2023 6:13,-2,2.26,On Time,
4538204462,4874,2/26/2024 18:29,2/26/2024 18:30,1,2.06,On Time,Traffic
2008331630,19684,7/13/2023 0:50,7/13/2023 0:50,0,4.14,On Time,
3901338038,93090,8/23/2024 4:04,8/23/2024 4:06,2,3.21,On Time,Traffic
1483786406,99066,3/25/2023 7:41,3/25/2023 8:09,28,3.36,Significantly Delayed,Traffic
5022936426,86251,9/18/2023 3:46,9/18/2023 3:41,-5,3.99,On Time,
5470875365,79541,3/31/2024 8:21,3/31/2024 8:23,2,0.75,On Time,Traffic
7144611408,55520,8/18/2023 8:39,8/18/2023 8:37,-2,4.62,On Time,
9411421675,51778,1/24/2024 10:39,1/24/2024 10:42,3,4.6,On Time,Traffic
7315949343,72063,9/17/2023 22:50,9/17/2023 22:49,-1,4.42,On Time,
9430475133,41262,3/25/2023 2:04,3/25/2023 2:07,3,3.39,On Time,Traffic
3062145702,8248,6/21/2024 15:09,6/21/2024 15:13,4,2.9,On Time,Traffic
6500458984,90658,11/8/2023 7:28,11/8/2023 7:37,9,1.2,Slightly Delayed,Traffic
7429306851,96651,4/22/2024 4:09,4/22/2024 4:10,1,0.79,On Time,Traffic
2687236003,93868,1/10/2024 21:12,1/10/2024 21:15,3,0.84,On Time,Traffic
1885906938,39994,10/9/2023 4:33,10/9/2023 4:40,7,2.84,Slightly Delayed,Traffic
9949334146,58811,8/5/2024 2:45,8/5/2024 3:09,24,2.71,Significantly Delayed,Traffic
2555454584,50763,8/12/2023 17:34,8/12/2023 17:55,21,1.85,Significantly Delayed,Traffic
2503209946,13371,4/28/2024 11:27,4/28/2024 11:26,-1,1.66,On Time,
2329563439,52741,11/2/2023 23:56,11/3/2023 0:19,23,2.91,Significantly Delayed,Traffic
1041536174,60201,6/15/2023 9:00,6/15/2023 9:12,12,0.92,Slightly Delayed,Traffic
6631188689,24043,3/28/2024 12:32,3/28/2024 12:27,-5,2.62,On Time,
9300178512,73376,7/25/2023 12:55,7/25/2023 12:58,3,0.65,On Time,Traffic
1086881691,6106,4/10/2024 17:37,4/10/2024 17:35,-2,3.75,On Time,
8008880980,65111,4/18/2024 15:48,4/18/2024 15:52,4,2.88,On Time,Traffic
2417680703,41668,2/11/2024 0:48,2/11/2024 1:02,14,2.42,Slightly Delayed,Traffic
1117730990,19991,8/23/2024 20:07,8/23/2024 20:07,0,2.09,On Time,
1678557345,20447,5/12/2024 17:20,5/12/2024 17:20,0,2.56,On Time,
4505129824,81297,11/14/2023 13:13,11/14/2023 13:16,3,1.09,On Time,Traffic
8737295686,61898,12/11/2023 9:28,12/11/2023 9:23,-5,2.36,On Time,
7997347191,11517,7/11/2024 3:48,7/11/2024 4:01,13,3.99,Slightly Delayed,Traffic
1930645698,82675,8/7/2024 13:27,8/7/2024 13:31,4,1.16,On Time,Traffic
5393373590,48267,9/27/2024 17:27,9/27/2024 17:36,9,1.59,Slightly Delayed,Traffic
5851854765,71230,11/24/2023 15:07,11/24/2023 15:16,9,0.88,Slightly Delayed,Traffic
3765179520,99605,6/23/2024 5:04,6/23/2024 5:27,23,0.53,Significantly Delayed,Traffic
683969424,88789,8/10/2023 6:31,8/10/2023 6:42,11,2.51,Slightly Delayed,Traffic
8459624382,87672,8/22/2023 18:27,8/22/2023 18:40,13,1.98,Slightly Delayed,Traffic
7110044004,30128,4/24/2023 14:14,4/24/2023 14:21,7,4.19,Slightly Delayed,Traffic
4302375314,63810,3/3/2024 8:44,3/3/2024 8:49,5,2.12,On Time,Traffic
1245307588,89554,4/24/2023 15:57,4/24/2023 16:07,10,4.48,Slightly Delayed,Traffic
3876260101,39494,9/11/2023 12:59,9/11/2023 12:57,-2,4.2,On Time,
3162263618,48838,5/27/2023 12:52,5/27/2023 12:54,2,1.43,On Time,Traffic
655792395,74441,4/19/2024 23:14,4/19/2024 23:20,6,1.93,Slightly Delayed,Traffic
7624743284,67656,8/15/2023 5:37,8/15/2023 5:44,7,4.86,Slightly Delayed,Traffic
4783962671,12164,10/9/2023 17:59,10/9/2023 18:07,8,0.99,Slightly Delayed,Traffic
7166787473,13336,8/24/2024 6:25,8/24/2024 6:54,29,0.73,Significantly Delayed,Traffic
9395228070,82773,9/12/2024 20:12,9/12/2024 20:11,-1,1.83,On Time,
902157975,86411,4/12/2023 1:14,4/12/2023 1:11,-3,0.52,On Time,
6947741744,54437,7/10/2023 8:17,7/10/2023 8:22,5,4.47,On Time,Traffic
4788498083,64522,9/17/2023 3:09,9/17/2023 3:25,16,3.6,Significantly Delayed,Traffic
8070127087,46786,8/22/2024 6:21,8/22/2024 6:26,5,1.53,On Time,Traffic
5191429552,99889,12/23/2023 17:23,12/23/2023 17:35,12,2.72,Slightly Delayed,Traffic
5220651138,9937,3/13/2024 2:42,3/13/2024 2:39,-3,3.51,On Time,
2758734705,30040,8/2/2023 23:29,8/2/2023 23:31,2,4.23,On Time,Traffic
2907887532,83016,11/19/2023 13:10,11/19/2023 13:09,-1,2,On Time,
7388846009,51360,2/22/2024 9:19,2/22/2024 9:18,-1,4.8,On Time,
2606843929,15405,6/14/2024 14:24,6/14/2024 14:20,-4,2.29,On Time,
5637567433,53431,9/2/2024 1:28,9/2/2024 1:23,-5,0.67,On Time,
8838095431,61209,5/6/2023 11:05,5/6/2023 11:07,2,1.88,On Time,Traffic
1564649286,16991,12/6/2023 4:07,12/6/2023 4:12,5,2.69,On Time,Traffic
4098166849,93376,10/12/2023 0:40,10/12/2023 1:04,24,2.17,Significantly Delayed,Traffic
8091143423,71870,11/23/2023 23:14,11/23/2023 23:17,3,3.33,On Time,Traffic
3024045336,158,4/15/2024 2:02,4/15/2024 2:06,4,4.13,On Time,Traffic
6152984028,47844,8/29/2023 1:10,8/29/2023 1:16,6,0.7,Slightly Delayed,Traffic
3450790653,5694,8/27/2023 18:29,8/27/2023 18:27,-2,4.66,On Time,
8028917900,56483,7/18/2023 1:06,7/18/2023 1:08,2,0.82,On Time,Traffic
7781884407,63528,8/11/2024 16:12,8/11/2024 16:14,2,1.27,On Time,Traffic
3483689828,95069,7/28/2023 6:59,7/28/2023 6:59,0,0.78,On Time,
8341286014,60030,8/29/2024 15:52,8/29/2024 15:56,4,3.84,On Time,Traffic
7936106887,4033,5/7/2024 15:17,5/7/2024 15:20,3,2.79,On Time,Traffic
2247354978,56703,9/26/2024 10:34,9/26/2024 10:30,-4,1.17,On Time,
5347701114,49960,10/16/2023 18:22,10/16/2023 18:20,-2,3.07,On Time,
7846068436,60910,11/29/2023 13:17,11/29/2023 13:19,2,1.5,On Time,Traffic
9893439302,2306,9/5/2023 20:33,9/5/2023 20:29,-4,2.83,On Time,
4160816433,34874,12/9/2023 12:34,12/9/2023 12:43,9,3.24,Slightly Delayed,Traffic
6000890622,29998,9/14/2024 16:26,9/14/2024 16:23,-3,0.96,On Time,
7317676958,61886,7/2/2023 4:14,7/2/2023 4:25,11,1.65,Slightly Delayed,Traffic
8620144614,95461,7/10/2024 23:13,7/10/2024 23:34,21,1.46,Significantly Delayed,Traffic
3940758882,46910,1/24/2024 4:44,1/24/2024 4:48,4,0.51,On Time,Traffic
5216555041,72142,3/3/2024 23:34,3/3/2024 23:31,-3,1.25,On Time,
5144793312,46815,8/1/2024 0:38,8/1/2024 0:38,0,1.8,On Time,
7241413847,93156,4/15/2023 10:39,4/15/2023 10:34,-5,0.88,On Time,
3567610983,20825,8/19/2023 4:18,8/19/2023 4:35,17,3.18,Significantly Delayed,Traffic
16878685,52442,4/9/2024 2:44,4/9/2024 2:47,3,2.47,On Time,Traffic
951657166,14551,4/21/2024 8:04,4/21/2024 7:59,-5,3.88,On Time,
4189022307,89735,5/5/2024 23:23,5/5/2024 23:24,1,4.08,On Time,Traffic
7378521428,2580,4/24/2024 21:13,4/24/2024 21:11,-2,1.29,On Time,
6266311709,82516,6/25/2024 1:54,6/25/2024 1:56,2,2,On Time,Traffic
7985347262,55202,7/31/2024 8:58,7/31/2024 8:57,-1,4.89,On Time,
992764262,15917,11/14/2023 3:35,11/14/2023 3:33,-2,1.79,On Time,
3080291353,11812,8/16/2024 19:22,8/16/2024 19:25,3,3.38,On Time,Traffic
5532188237,12596,6/9/2024 11:05,6/9/2024 11:01,-4,2.31,On Time,
6814658453,75027,9/28/2023 11:41,9/28/2023 11:37,-4,1.31,On Time,
4861499558,50307,3/20/2024 16:54,3/20/2024 16:55,1,0.96,On Time,Traffic
2521042570,91832,5/17/2024 11:03,5/17/2024 11:01,-2,2.94,On Time,
5217781278,73513,6/27/2023 2:59,6/27/2023 3:13,14,1.31,Slightly Delayed,Traffic
8006034379,34026,5/3/2024 6:32,5/3/2024 6:37,5,4.61,On Time,Traffic
7380913411,31462,6/7/2024 17:32,6/7/2024 17:45,13,4.7,Slightly Delayed,Traffic
7706841114,121,2/27/2024 3:16,2/27/2024 3:13,-3,3.81,On Time,
1561779937,35802,3/27/2024 22:13,3/27/2024 22:15,2,2.47,On Time,Traffic
7196559586,89036,8/19/2024 11:43,8/19/2024 11:38,-5,1.98,On Time,
2359961993,53176,6/18/2024 9:43,6/18/2024 9:43,0,4.6,On Time,
243819964,42120,12/3/2023 9:42,12/3/2023 9:43,1,2.06,On Time,Traffic
4806735178,52673,6/12/2024 17:14,6/12/2024 17:13,-1,2.31,On Time,
9198762300,52504,12/2/2023 9:15,12/2/2023 9:11,-4,3.76,On Time,
1105231941,38404,1/20/2024 1:20,1/20/2024 1:25,5,4.87,On Time,Traffic
5533955218,61605,6/20/2024 4:37,6/20/2024 4:33,-4,2.46,On Time,
5130246751,23663,5/8/2023 6:20,5/8/2023 6:16,-4,1.46,On Time,
4528445001,31379,4/19/2024 12:53,4/19/2024 13:02,9,1.2,Slightly Delayed,Traffic
9503959018,40645,9/18/2024 10:55,9/18/2024 10:58,3,3.66,On Time,Traffic
4107052604,32714,11/21/2023 11:00,11/21/2023 11:02,2,3.94,On Time,Traffic
5578822558,79766,8/6/2023 18:01,8/6/2023 18:16,15,4,Slightly Delayed,Traffic
5506634472,37774,9/22/2024 18:18,9/22/2024 18:36,18,3.52,Significantly Delayed,Traffic
4112426763,17291,9/24/2024 21:03,9/24/2024 21:00,-3,1.61,On Time,
7157334145,10121,10/9/2023 9:10,10/9/2023 9:08,-2,4.72,On Time,
8423458672,59255,3/20/2023 0:04,3/20/2023 0:09,5,4.24,On Time,Traffic
3011683470,2265,3/20/2023 7:45,3/20/2023 7:50,5,4.3,On Time,Traffic
1884947290,96167,9/9/2023 1:48,9/9/2023 1:51,3,3.5,On Time,Traffic
558163882,43299,7/11/2024 12:00,7/11/2024 12:07,7,1.63,Slightly Delayed,Traffic
824869105,50457,8/27/2024 16:44,8/27/2024 16:41,-3,3.7,On Time,
4193492511,10949,10/2/2023 15:34,10/2/2023 15:33,-1,2.92,On Time,
120996684,86475,10/2/2023 11:35,10/2/2023 11:45,10,0.68,Slightly Delayed,Traffic
2531932780,4665,7/16/2023 12:15,7/16/2023 12:17,2,4.93,On Time,Traffic
8095547865,14451,3/19/2023 13:11,3/19/2023 13:07,-4,3.05,On Time,
6894204435,48874,6/17/2023 18:53,6/17/2023 18:48,-5,3.58,On Time,
9514917126,51089,7/29/2024 8:03,7/29/2024 8:13,10,2.87,Slightly Delayed,Traffic
9329665908,64268,7/15/2023 8:32,7/15/2023 8:34,2,2.69,On Time,Traffic
1435406360,25991,12/11/2023 8:01,12/11/2023 7:58,-3,2.11,On Time,
3460843508,89605,10/21/2023 1:05,10/21/2023 1:04,-1,3.59,On Time,
4762084133,50374,9/29/2024 23:38,9/29/2024 23:43,5,1.36,On Time,Traffic
3884862300,38680,2/21/2024 9:18,2/21/2024 9:25,7,2.84,Slightly Delayed,Traffic
1990946411,16925,5/16/2024 23:15,5/16/2024 23:12,-3,2.44,On Time,
5054937065,24647,8/24/2024 17:11,8/24/2024 17:24,13,1.77,Slightly Delayed,Traffic
9431652023,53366,9/6/2024 22:35,9/6/2024 22:39,4,1.86,On Time,Traffic
2268736598,8883,7/7/2023 8:25,7/7/2023 8:21,-4,1.89,On Time,
2793638565,7507,2/11/2024 8:41,2/11/2024 8:36,-5,4.78,On Time,
4168839407,45033,4/6/2023 0:15,4/6/2023 0:14,-1,3.25,On Time,
7406514357,66093,2/7/2024 14:25,2/7/2024 14:21,-4,1.79,On Time,
6087916798,10351,11/17/2023 16:53,11/17/2023 17:03,10,4.46,Slightly Delayed,Traffic
4319962076,66984,1/11/2024 6:06,1/11/2024 6:25,19,1.55,Significantly Delayed,Traffic
3904134741,4829,5/2/2024 10:19,5/2/2024 10:24,5,1.25,On Time,Traffic
3770123374,86645,11/19/2023 22:03,11/19/2023 22:07,4,0.56,On Time,Traffic
4494390731,10118,4/28/2023 12:31,4/28/2023 12:39,8,4.06,Slightly Delayed,Traffic
6109777696,12387,10/17/2024 20:04,10/17/2024 20:10,6,3.5,Slightly Delayed,Traffic
1401372388,18081,4/17/2023 9:55,4/17/2023 9:54,-1,0.72,On Time,
4283973398,86156,9/14/2023 17:50,9/14/2023 17:52,2,1.41,On Time,Traffic
3261847147,86297,9/16/2023 3:48,9/16/2023 3:56,8,4.8,Slightly Delayed,Traffic
3153811191,69044,3/8/2024 6:16,3/8/2024 6:21,5,4.63,On Time,Traffic
2639216409,17836,3/10/2024 12:00,3/10/2024 12:04,4,4.66,On Time,Traffic
5948575331,53387,5/9/2024 23:12,5/9/2024 23:10,-2,1.46,On Time,
7792925364,8734,10/23/2024 3:06,10/23/2024 3:07,1,0.56,On Time,Traffic
7286478750,35322,10/13/2023 4:13,10/13/2023 4:22,9,3.24,Slightly Delayed,Traffic
9776505630,66941,4/19/2023 3:59,4/19/2023 3:55,-4,4.39,On Time,
4527342708,81841,10/3/2023 13:47,10/3/2023 13:42,-5,2.49,On Time,
1124359689,42724,9/13/2024 5:24,9/13/2024 5:37,13,4.52,Slightly Delayed,Traffic
3717458742,97637,8/27/2023 23:58,8/28/2023 0:04,6,2.14,Slightly Delayed,Traffic
283675535,3175,3/24/2023 17:17,3/24/2023 17:14,-3,2.89,On Time,
6039353394,39607,8/8/2023 15:29,8/8/2023 15:25,-4,2.52,On Time,
6735917931,99298,9/27/2023 12:25,9/27/2023 12:24,-1,4.98,On Time,
5155256671,8227,8/14/2024 1:02,8/14/2024 0:58,-4,2.26,On Time,
3984108726,63676,2/27/2024 18:15,2/27/2024 18:19,4,4.62,On Time,Traffic
2491374111,43388,8/10/2024 5:06,8/10/2024 5:08,2,2.18,On Time,Traffic
2043371805,5098,10/2/2024 7:08,10/2/2024 7:22,14,2.07,Slightly Delayed,Traffic
9657782153,14419,2/29/2024 14:57,2/29/2024 14:53,-4,4.77,On Time,
9237289778,10352,5/29/2024 15:01,5/29/2024 15:06,5,3.13,On Time,Traffic
8917116859,29174,7/5/2024 23:53,7/5/2024 23:54,1,3.89,On Time,Traffic
720578658,67720,6/2/2024 9:10,6/2/2024 9:06,-4,1.2,On Time,
9122210530,81385,1/18/2024 4:39,1/18/2024 5:03,24,3.74,Significantly Delayed,Traffic
3540524256,39511,10/22/2023 9:31,10/22/2023 9:36,5,0.88,On Time,Traffic
1909520255,16469,5/23/2023 11:00,5/23/2023 11:17,17,4.88,Significantly Delayed,Traffic
8022279737,7643,9/8/2024 14:13,9/8/2024 14:11,-2,1.02,On Time,
7381549355,28416,9/28/2023 13:30,9/28/2023 13:35,5,4.76,On Time,Traffic
3998829973,88976,10/10/2023 1:26,10/10/2023 1:46,20,3.21,Significantly Delayed,Traffic
2895464675,13097,4/20/2023 10:28,4/20/2023 10:40,12,4.48,Slightly Delayed,Traffic
3971098657,84093,5/26/2024 3:04,5/26/2024 3:06,2,1.28,On Time,Traffic
5278249111,22996,3/1/2024 21:45,3/1/2024 22:08,23,0.51,Significantly Delayed,Traffic
9810576443,51602,11/1/2023 13:20,11/1/2023 13:24,4,4.19,On Time,Traffic
4128844410,17809,7/20/2023 17:36,7/20/2023 17:37,1,2.47,On Time,Traffic
6103869123,60764,6/6/2023 14:37,6/6/2023 14:37,0,3.31,On Time,
6595041423,53964,7/23/2024 11:06,7/23/2024 11:04,-2,3.32,On Time,
3991011923,4543,2/7/2024 9:21,2/7/2024 9:21,0,4.32,On Time,
5275440923,95040,3/21/2023 5:06,3/21/2023 5:20,14,4.23,Slightly Delayed,Traffic
6468633344,67358,2/23/2024 6:43,2/23/2024 6:40,-3,4.28,On Time,
9992859795,47148,11/12/2023 20:17,11/12/2023 20:30,13,1.55,Slightly Delayed,Traffic
7518488485,69310,4/26/2023 10:41,4/26/2023 10:46,5,4.45,On Time,Traffic
9746950023,50913,11/2/2023 6:39,11/2/2023 6:36,-3,2.54,On Time,
2721433550,99958,6/7/2023 14:28,6/7/2023 14:29,1,3.28,On Time,Traffic
6131680348,11536,7/19/2024 22:17,7/19/2024 22:18,1,1.27,On Time,Traffic
2281544500,65040,6/9/2023 10:26,6/9/2023 10:28,2,1.53,On Time,Traffic
4283802879,22353,5/10/2023 15:37,5/10/2023 15:32,-5,0.56,On Time,
8621732366,87688,9/5/2023 18:46,9/5/2023 18:50,4,2.97,On Time,Traffic
3797679856,81944,12/10/2023 5:27,12/10/2023 5:27,0,4.15,On Time,
8532100929,84664,11/6/2023 15:34,11/6/2023 15:39,5,1.36,On Time,Traffic
2973976544,71497,9/19/2024 17:30,9/19/2024 17:35,5,0.65,On Time,Traffic
814260962,23195,9/14/2023 16:26,9/14/2023 16:24,-2,3.56,On Time,
9411848231,44999,5/15/2024 21:51,5/15/2024 22:06,15,2.38,Slightly Delayed,Traffic
6637284724,30833,9/8/2023 10:44,9/8/2023 10:46,2,3.05,On Time,Traffic
6497594124,96186,10/24/2024 17:53,10/24/2024 17:58,5,2.57,On Time,Traffic
7213146086,68499,3/23/2023 20:21,3/23/2023 20:16,-5,3.21,On Time,
5110274761,17677,5/23/2024 3:15,5/23/2024 3:16,1,2.01,On Time,Traffic
1112110363,50590,1/20/2024 22:36,1/20/2024 22:44,8,2.43,Slightly Delayed,Traffic
1209202931,32217,6/27/2023 0:24,6/27/2023 0:26,2,4.29,On Time,Traffic
6384745391,65142,8/17/2024 16:05,8/17/2024 16:12,7,3.35,Slightly Delayed,Traffic
3367452972,6565,8/31/2024 14:22,8/31/2024 14:38,16,3.62,Significantly Delayed,Traffic
2317597587,30057,6/17/2024 0:42,6/17/2024 0:40,-2,4.65,On Time,
2254884198,62821,7/1/2023 2:19,7/1/2023 2:23,4,3.67,On Time,Traffic
679196318,77111,8/19/2024 23:03,8/19/2024 23:00,-3,2.17,On Time,
2185319815,43571,3/2/2024 20:56,3/2/2024 20:59,3,4.84,On Time,Traffic
5965281449,26992,6/26/2023 17:51,6/26/2023 17:53,2,2.03,On Time,Traffic
8616726869,13100,1/10/2024 22:21,1/10/2024 22:46,25,3.04,Significantly Delayed,Traffic
4786027510,27204,9/30/2024 12:33,9/30/2024 12:28,-5,1.63,On Time,
4910445344,18682,5/18/2024 9:11,5/18/2024 9:08,-3,3.9,On Time,
7629577899,524,12/14/2023 15:53,12/14/2023 16:02,9,4.06,Slightly Delayed,Traffic
4769055037,18445,8/10/2023 21:31,8/10/2023 21:46,15,1.95,Slightly Delayed,Traffic
8476029654,52921,11/17/2023 9:14,11/17/2023 9:19,5,1.46,On Time,Traffic
7809866112,3022,7/11/2024 9:41,7/11/2024 9:54,13,1.63,Slightly Delayed,Traffic
5453896364,24588,6/24/2023 0:43,6/24/2023 0:45,2,3.73,On Time,Traffic
9080432189,42351,8/27/2024 19:58,8/27/2024 20:02,4,2.76,On Time,Traffic
3079758919,27064,8/22/2024 16:14,8/22/2024 16:13,-1,0.68,On Time,
4076039325,79127,8/12/2024 19:45,8/12/2024 19:56,11,2.5,Slightly Delayed,Traffic
9239241275,48917,2/7/2024 3:34,2/7/2024 3:32,-2,3.42,On Time,
4864829217,25765,9/19/2023 5:23,9/19/2023 5:20,-3,3.51,On Time,
5108704843,75292,4/4/2024 15:04,4/4/2024 15:09,5,1.51,On Time,Traffic
8049805410,61504,9/27/2024 18:45,9/27/2024 19:11,26,2.86,Significantly Delayed,Traffic
4711642504,89819,8/15/2024 13:39,8/15/2024 13:44,5,2.72,On Time,Traffic
8952094523,83322,11/14/2023 18:30,11/14/2023 18:41,11,2.81,Slightly Delayed,Traffic
4285784267,54001,4/15/2024 18:58,4/15/2024 18:56,-2,4.13,On Time,
7494670835,184,1/18/2024 0:42,1/18/2024 0:45,3,1.24,On Time,Traffic
7667090453,96187,6/23/2023 23:49,6/23/2023 23:50,1,3.63,On Time,Traffic
2193572534,23297,3/26/2023 8:05,3/26/2023 8:33,28,1.4,Significantly Delayed,Traffic
5357089776,33831,9/30/2024 23:53,9/30/2024 23:55,2,2.27,On Time,Traffic
1191016829,31384,6/27/2023 20:36,6/27/2023 20:50,14,2.36,Slightly Delayed,Traffic
549484032,60679,4/13/2023 8:40,4/13/2023 8:42,2,4.35,On Time,Traffic
8164076900,63901,6/18/2023 0:23,6/18/2023 0:31,8,4.54,Slightly Delayed,Traffic
7136165651,68514,9/30/2024 13:07,9/30/2024 13:10,3,1.49,On Time,Traffic
5368349643,33226,5/22/2023 9:21,5/22/2023 9:49,28,4.54,Significantly Delayed,Traffic
6965901435,60857,10/16/2024 15:58,10/16/2024 15:55,-3,0.86,On Time,
6687307827,71891,4/19/2023 14:26,4/19/2023 14:31,5,3.74,On Time,Traffic
475294138,59790,12/29/2023 17:45,12/29/2023 17:46,1,1.52,On Time,Traffic
9047534059,59606,12/8/2023 14:21,12/8/2023 14:25,4,4.65,On Time,Traffic
2807487047,72837,11/3/2024 13:41,11/3/2024 13:43,2,3.8,On Time,Traffic
5840148195,61116,1/22/2024 10:16,1/22/2024 10:15,-1,3.64,On Time,
3758135932,62277,8/25/2023 1:17,8/25/2023 1:20,3,3.72,On Time,Traffic
1978476136,70123,6/22/2024 20:29,6/22/2024 20:30,1,1.43,On Time,Traffic
423648434,86520,10/30/2024 15:43,10/30/2024 15:45,2,0.82,On Time,Traffic
7201868330,80726,2/20/2024 21:11,2/20/2024 21:10,-1,1.86,On Time,
9710106935,84964,4/17/2023 15:57,4/17/2023 16:08,11,1.71,Slightly Delayed,Traffic
4432235479,28012,9/27/2024 17:17,9/27/2024 17:18,1,4.67,On Time,Traffic
6951956244,24830,10/30/2023 1:27,10/30/2023 1:27,0,2.61,On Time,
378485826,58783,3/27/2024 12:15,3/27/2024 12:15,0,1.95,On Time,
8982211913,42083,9/19/2024 18:14,9/19/2024 18:15,1,2.32,On Time,Traffic
6487868576,16376,10/25/2023 3:23,10/25/2023 3:35,12,4.82,Slightly Delayed,Traffic
2973502797,9894,6/2/2024 3:39,6/2/2024 3:41,2,2.06,On Time,Traffic
4105022903,9294,8/20/2023 19:19,8/20/2023 19:20,1,3.99,On Time,Traffic
3668828731,65268,8/10/2024 4:07,8/10/2024 4:03,-4,0.97,On Time,
8644734267,12535,10/12/2023 7:25,10/12/2023 7:20,-5,4.4,On Time,
3757871565,59600,8/10/2023 7:37,8/10/2023 7:32,-5,1.19,On Time,
5770510806,62246,1/23/2024 9:05,1/23/2024 9:16,11,1.72,Slightly Delayed,Traffic
